# hebrew versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
PSA 80:13	PSA 80:12	Renumber verse
PSA 80:14	PSA 80:13	Renumber verse
PSA 80:15	PSA 80:14	Renumber verse
PSA 80:16	PSA 80:15	Renumber verse
PSA 80:17	PSA 80:16	Renumber verse
PSA 80:18	PSA 80:17	Renumber verse
PSA 80:19	PSA 80:18	Renumber verse
PSA 80:2	PSA 80:1	Renumber verse
PSA 80:20	PSA 80:19	Renumber verse
PSA 80:3	PSA 80:2	Renumber verse
PSA 80:4	PSA 80:3	Renumber verse
PSA 80:5	PSA 80:4	Renumber verse
PSA 80:6	PSA 80:5	Renumber verse
PSA 80:7	PSA 80:6	Renumber verse
PSA 80:8	PSA 80:7	Renumber verse
PSA 80:9	PSA 80:8	Renumber verse
PSA 81:1	PSA 81:title	Renumber title
PSA 81:10	PSA 81:9	Renumber verse
PSA 81:11	PSA 81:10	Renumber verse
PSA 81:12	PSA 81:11	Renumber verse
PSA 81:13	PSA 81:12	Renumber verse
PSA 81:14	PSA 81:13	Renumber verse
PSA 81:15	PSA 81:14	Renumber verse
PSA 81:16	PSA 81:15	Renumber verse
PSA 81:17	PSA 81:16	Renumber verse
PSA 81:2	PSA 81:1	Renumber verse
PSA 81:3	PSA 81:2	Renumber verse
PSA 81:4	PSA 81:3	Renumber verse
PSA 81:5	PSA 81:4	Renumber verse
PSA 81:6	PSA 81:5	Renumber verse
PSA 81:7	PSA 81:6	Renumber verse
PSA 81:8	PSA 81:7	Renumber verse
PSA 81:9	PSA 81:8	Renumber verse
PSA 83:1	PSA 83:title	Renumber title
PSA 83:10	PSA 83:9	Renumber verse
PSA 83:11	PSA 83:10	Renumber verse
PSA 83:12	PSA 83:11	Renumber verse
PSA 83:13	PSA 83:12	Renumber verse
PSA 83:14	PSA 83:13	Renumber verse
PSA 83:15	PSA 83:14	Renumber verse
PSA 83:16	PSA 83:15	Renumber verse
PSA 83:17	PSA 83:16	Renumber verse
PSA 83:18	PSA 83:17	Renumber verse
PSA 83:19	PSA 83:18	Renumber verse
PSA 83:2	PSA 83:1	Renumber verse
PSA 83:3	PSA 83:2	Renumber verse
PSA 83:4	PSA 83:3	Renumber verse
PSA 83:5	PSA 83:4	Renumber verse
PSA 83:6	PSA 83:5	Renumber verse
PSA 83:7	PSA 83:6	Renumber verse
PSA 83:8	PSA 83:7	Renumber verse
PSA 83:9	PSA 83:8	Renumber verse
PSA 84:1	PSA 84:title	Renumber title
PSA 84:10	PSA 84:9	Renumber verse
PSA 84:11	PSA 84:10	Renumber verse
PSA 84:12	PSA 84:11	Renumber verse
PSA 84:13	PSA 84:12	Renumber verse
PSA 84:2	PSA 84:1	Renumber verse
PSA 84:3	PSA 84:2	Renumber verse
PSA 84:4	PSA 84:3	Renumber verse
PSA 84:5	PSA 84:4	Renumber verse
PSA 84:6	PSA 84:5	Renumber verse
PSA 84:7	PSA 84:6	Renumber verse
PSA 84:8	PSA 84:7	Renumber verse
PSA 84:9	PSA 84:8	Renumber verse
PSA 85:1	PSA 85:title	Renumber title
PSA 85:10	PSA 85:9	Renumber verse
PSA 85:11	PSA 85:10	Renumber verse
PSA 85:12	PSA 85:11	Renumber verse
PSA 85:13	PSA 85:12	Renumber verse
PSA 85:14	PSA 85:13	Renumber verse
PSA 85:2	PSA 85:1	Renumber verse
PSA 85:3	PSA 85:2	Renumber verse
PSA 85:4	PSA 85:3	Renumber verse
PSA 85:5	PSA 85:4	Renumber verse
PSA 85:6	PSA 85:5	Renumber verse
PSA 85:7	PSA 85:6	Renumber verse
PSA 85:8	PSA 85:7	Renumber verse
PSA 85:9	PSA 85:8	Renumber verse
PSA 88:1	PSA 88:title	Renumber title
PSA 88:10	PSA 88:9	Renumber verse
PSA 88:11	PSA 88:10	Renumber verse
PSA 88:12	PSA 88:11	Renumber verse
PSA 88:13	PSA 88:12	Renumber verse
PSA 88:14	PSA 88:13	Renumber verse
PSA 88:15	PSA 88:14	Renumber verse
PSA 88:16	PSA 88:15	Renumber verse
PSA 88:17	PSA 88:16	Renumber verse
PSA 88:18	PSA 88:17	Renumber verse
PSA 88:19	PSA 88:18	Renumber verse
PSA 88:2	PSA 88:1	Renumber verse
PSA 88:3	PSA 88:2	Renumber verse
PSA 88:4	PSA 88:3	Renumber verse
PSA 88:5	PSA 88:4	Renumber verse
PSA 88:6	PSA 88:5	Renumber verse
PSA 88:7	PSA 88:6	Renumber verse
PSA 88:8	PSA 88:7	Renumber verse
PSA 88:9	PSA 88:8	Renumber verse
PSA 89:1	PSA 89:title	Renumber title
PSA 89:10	PSA 89:9	Renumber verse
PSA 89:11	PSA 89:10	Renumber verse
PSA 89:12	PSA 89:11	Renumber verse
PSA 89:13	PSA 89:12	Renumber verse
PSA 89:14	PSA 89:13	Renumber verse
PSA 89:15	PSA 89:14	Renumber verse
PSA 89:16	PSA 89:15	Renumber verse
PSA 89:17	PSA 89:16	Renumber verse
PSA 89:18	PSA 89:17	Renumber verse
PSA 89:19	PSA 89:18	Renumber verse
PSA 89:2	PSA 89:1	Renumber verse
PSA 89:20	PSA 89:19	Renumber verse
PSA 89:21	PSA 89:20	Renumber verse
PSA 89:22	PSA 89:21	Renumber verse
PSA 89:23	PSA 89:22	Renumber verse
PSA 89:24	PSA 89:23	Renumber verse
PSA 89:25	PSA 89:24	Renumber verse
PSA 89:26	PSA 89:25	Renumber verse
PSA 89:27	PSA 89:26	Renumber verse
PSA 89:28	PSA 89:27	Renumber verse
PSA 89:29	PSA 89:28	Renumber verse
PSA 89:3	PSA 89:2	Renumber verse
PSA 89:30	PSA 89:29	Renumber verse
PSA 89:31	PSA 89:30	Renumber verse
PSA 89:32	PSA 89:31	Renumber verse
PSA 89:33	PSA 89:32	Renumber verse
PSA 89:34	PSA 89:33	Renumber verse
PSA 89:35	PSA 89:34	Renumber verse
PSA 89:36	PSA 89:35	Renumber verse
PSA 89:37	PSA 89:36	Renumber verse
PSA 89:38	PSA 89:37	Renumber verse
PSA 89:39	PSA 89:38	Renumber verse
PSA 89:4	PSA 89:3	Renumber verse
PSA 89:40	PSA 89:39	Renumber verse
PSA 89:41	PSA 89:40	Renumber verse
PSA 89:42	PSA 89:41	Renumber verse
PSA 89:43	PSA 89:42	Renumber verse
PSA 89:44	PSA 89:43	Renumber verse
PSA 89:45	PSA 89:44	Renumber verse
PSA 89:46	PSA 89:45	Renumber verse
PSA 89:47	PSA 89:46	Renumber verse
PSA 89:48	PSA 89:47	Renumber verse
PSA 89:49	PSA 89:48	Renumber verse
PSA 89:5	PSA 89:4	Renumber verse
PSA 89:50	PSA 89:49	Renumber verse
PSA 89:51	PSA 89:50	Renumber verse
PSA 89:52	PSA 89:51	Renumber verse
PSA 89:53	PSA 89:52	Renumber verse
PSA 89:6	PSA 89:5	Renumber verse
PSA 89:7	PSA 89:6	Renumber verse
PSA 89:8	PSA 89:7	Renumber verse
PSA 89:9	PSA 89:8	Renumber verse
PSA 8:1	PSA 8:title	Renumber title
PSA 8:10	PSA 8:9	Renumber verse
PSA 8:2	PSA 8:1	Renumber verse
PSA 8:3	PSA 8:2	Renumber verse
PSA 8:4	PSA 8:3	Renumber verse
PSA 8:5	PSA 8:4	Renumber verse
PSA 8:6	PSA 8:5	Renumber verse
PSA 8:7	PSA 8:6	Renumber verse
PSA 8:8	PSA 8:7	Renumber verse
PSA 8:9	PSA 8:8	Renumber verse
PSA 92:1	PSA 92:title	Renumber title
PSA 92:10	PSA 92:9	Renumber verse
PSA 92:11	PSA 92:10	Renumber verse
PSA 92:12	PSA 92:11	Renumber verse
PSA 92:13	PSA 92:12	Renumber verse
PSA 92:14	PSA 92:13	Renumber verse
PSA 92:15	PSA 92:14	Renumber verse
PSA 92:16	PSA 92:15	Renumber verse
PSA 92:2	PSA 92:1	Renumber verse
PSA 92:3	PSA 92:2	Renumber verse
PSA 92:4	PSA 92:3	Renumber verse
PSA 92:5	PSA 92:4	Renumber verse
PSA 92:6	PSA 92:5	Renumber verse
PSA 92:7	PSA 92:6	Renumber verse
PSA 92:8	PSA 92:7	Renumber verse
PSA 92:9	PSA 92:8	Renumber verse
PSA 9:1	PSA 9:title	Renumber title
PSA 9:10	PSA 9:9	Renumber verse
PSA 9:11	PSA 9:10	Renumber verse
PSA 9:12	PSA 9:11	Renumber verse
PSA 9:13	PSA 9:12	Renumber verse
PSA 9:14	PSA 9:13	Renumber verse
PSA 9:15	PSA 9:14	Renumber verse
PSA 9:16	PSA 9:15	Renumber verse
PSA 9:17	PSA 9:16	Renumber verse
PSA 9:18	PSA 9:17	Renumber verse
PSA 9:19	PSA 9:18	Renumber verse
PSA 9:2	PSA 9:1	Renumber verse
PSA 9:20	PSA 9:19	Renumber verse
PSA 9:21	PSA 9:20	Renumber verse
PSA 9:3	PSA 9:2	Renumber verse
PSA 9:4	PSA 9:3	Renumber verse
PSA 9:5	PSA 9:4	Renumber verse
PSA 9:6	PSA 9:5	Renumber verse
PSA 9:7	PSA 9:6	Renumber verse
PSA 9:8	PSA 9:7	Renumber verse
PSA 9:9	PSA 9:8	Renumber verse
SNG 7:1	SNG 6:13	Renumber verse
SNG 7:10	SNG 7:9	Renumber verse
SNG 7:11	SNG 7:10	Renumber verse
SNG 7:12	SNG 7:11	Renumber verse
SNG 7:13	SNG 7:12	Renumber verse
SNG 7:14	SNG 7:13	Renumber verse
SNG 7:2	SNG 7:1	Renumber verse
SNG 7:3	SNG 7:2	Renumber verse
SNG 7:4	SNG 7:3	Renumber verse
SNG 7:5	SNG 7:4	Renumber verse
SNG 7:6	SNG 7:5	Renumber verse
SNG 7:7	SNG 7:6	Renumber verse
SNG 7:8	SNG 7:7	Renumber verse
SNG 7:9	SNG 7:8	Renumber verse
ZEC 2:1	ZEC 1:18	Renumber verse
ZEC 2:10	ZEC 2:6	Renumber verse
ZEC 2:11	ZEC 2:7	Renumber verse
ZEC 2:12	ZEC 2:8	Renumber verse
ZEC 2:13	ZEC 2:9	Renumber verse
ZEC 2:14	ZEC 2:10	Renumber verse
ZEC 2:15	ZEC 2:11	Renumber verse
ZEC 2:16	ZEC 2:12	Renumber verse
ZEC 2:17	ZEC 2:13	Renumber verse
ZEC 2:2	ZEC 1:19	Renumber verse
ZEC 2:3	ZEC 1:20	Renumber verse
ZEC 2:4	ZEC 1:21	Renumber verse
ZEC 2:5	ZEC 2:1	Renumber verse
ZEC 2:6	ZEC 2:2	Renumber verse
ZEC 2:7	ZEC 2:3	Renumber verse
ZEC 2:8	ZEC 2:4	Renumber verse
ZEC 2:9	ZEC 2:5	Renumber verse
