# lxx versification -> KJV standard; single-verse diffs only (identity elsewhere). Source: STEPBible TVTMS (CC-BY). shoresh versification.build
source_ref	standard_ref	action
2SA 19:23	2SA 19:22	Renumber verse
2SA 19:24	2SA 19:23	Renumber verse
2SA 19:25	2SA 19:24	Renumber verse
2SA 19:26	2SA 19:25	Renumber verse
2SA 19:27	2SA 19:26	Renumber verse
2SA 19:28	2SA 19:27	Renumber verse
2SA 19:29	2SA 19:28	Renumber verse
2SA 19:3	2SA 19:2	Renumber verse
2SA 19:30	2SA 19:29	Renumber verse
2SA 19:31	2SA 19:30	Renumber verse
2SA 19:32	2SA 19:31	Renumber verse
2SA 19:33	2SA 19:32	Renumber verse
2SA 19:34	2SA 19:33	Renumber verse
2SA 19:35	2SA 19:34	Renumber verse
2SA 19:36	2SA 19:35	Renumber verse
2SA 19:37	2SA 19:36	Renumber verse
2SA 19:38	2SA 19:37	Renumber verse
2SA 19:39	2SA 19:38	Renumber verse
2SA 19:4	2SA 19:3	Renumber verse
2SA 19:40	2SA 19:39	Renumber verse
2SA 19:41	2SA 19:40	Renumber verse
2SA 19:42	2SA 19:41	Renumber verse
2SA 19:43	2SA 19:42	Renumber verse
2SA 19:44	2SA 19:43	Renumber verse
2SA 19:5	2SA 19:4	Renumber verse
2SA 19:6	2SA 19:5	Renumber verse
2SA 19:7	2SA 19:6	Renumber verse
2SA 19:8	2SA 19:7	Renumber verse
2SA 19:9	2SA 19:8	Renumber verse
4MA 12:16	4MA 12:15	Renumber verse
4MA 12:17	4MA 12:16	Renumber verse
4MA 12:18	4MA 12:17	Renumber verse
4MA 12:19	4MA 12:18	Renumber verse
4MA 12:20	4MA 12:19	Renumber verse
4MA 7:24	4MA 8:1	Renumber verse
4MA 7:25	4MA 8:2	Renumber verse
4MA 8:1	4MA 8:3	Renumber verse
4MA 8:10	4MA 8:12	Renumber verse
4MA 8:11	4MA 8:13	Renumber verse
4MA 8:12	4MA 8:14	Renumber verse
4MA 8:13	4MA 8:15	Renumber verse
4MA 8:14	4MA 8:16	Renumber verse
4MA 8:15	4MA 8:17	Renumber verse
4MA 8:16	4MA 8:18	Renumber verse
4MA 8:17	4MA 8:19	Renumber verse
4MA 8:18	4MA 8:20	Renumber verse
4MA 8:19	4MA 8:21	Renumber verse
4MA 8:2	4MA 8:4	Renumber verse
4MA 8:20	4MA 8:22	Renumber verse
4MA 8:21	4MA 8:23	Renumber verse
4MA 8:22	4MA 8:24	Renumber verse
4MA 8:23	4MA 8:25	Renumber verse
4MA 8:24	4MA 8:26	Renumber verse
4MA 8:25	4MA 8:27	Renumber verse
4MA 8:26	4MA 8:28	Renumber verse
4MA 8:27	4MA 8:29	Renumber verse
4MA 8:3	4MA 8:5	Renumber verse
4MA 8:4	4MA 8:6	Renumber verse
4MA 8:5	4MA 8:7	Renumber verse
4MA 8:6	4MA 8:8	Renumber verse
4MA 8:7	4MA 8:9	Renumber verse
4MA 8:8	4MA 8:10	Renumber verse
4MA 8:9	4MA 8:11	Renumber verse
BAR 3:36	BAR 3:35	Renumber verse
BAR 3:37	BAR 3:36	Renumber verse
BAR 3:38	BAR 3:37	Renumber verse
DAN 3:24	S3Y 1:1	Renumber verse*
DAN 3:25	S3Y 1:2	Renumber verse*
DAN 3:26	S3Y 1:3	Renumber verse*
DAN 3:27	S3Y 1:4	Renumber verse*
DAN 3:28	S3Y 1:5	Renumber verse*
DAN 3:29	S3Y 1:6	Renumber verse*
DAN 3:30	S3Y 1:7	Renumber verse*
DAN 3:31	S3Y 1:8	Renumber verse*
DAN 3:32	S3Y 1:9	Renumber verse*
DAN 3:33	S3Y 1:10	Renumber verse*
DAN 3:34	S3Y 1:11	Renumber verse*
DAN 3:35	S3Y 1:12	Renumber verse*
DAN 3:36	S3Y 1:13	Renumber verse*
DAN 3:37	S3Y 1:14	Renumber verse*
DAN 3:38	S3Y 1:15	Renumber verse*
DAN 3:39	S3Y 1:16	Renumber verse*
DAN 3:40	S3Y 1:17	Renumber verse*
DAN 3:41	S3Y 1:18	Renumber verse*
DAN 3:42	S3Y 1:19	Renumber verse*
DAN 3:43	S3Y 1:20	Renumber verse*
DAN 3:44	S3Y 1:21	Renumber verse*
DAN 3:45	S3Y 1:22	Renumber verse*
DAN 3:46	S3Y 1:23	Renumber verse*
DAN 3:47	S3Y 1:24	Renumber verse*
DAN 3:48	S3Y 1:25	Renumber verse*
DAN 3:49	S3Y 1:26	Renumber verse*
DAN 3:50	S3Y 1:27	Renumber verse*
DAN 3:51	S3Y 1:28	Renumber verse*
DAN 3:53	S3Y 1:31	Renumber verse*
DAN 3:54	S3Y 1:33	Renumber verse*
DAN 3:55	S3Y 1:32	Renumber verse*
DAN 3:56	S3Y 1:34	Renumber verse*
DAN 3:57	S3Y 1:35	Renumber verse*
DAN 3:58	S3Y 1:37	Renumber verse*
DAN 3:59	S3Y 1:36	Renumber verse*
DAN 3:60	S3Y 1:38	Renumber verse*
DAN 3:61	S3Y 1:39	Renumber verse*
DAN 3:62	S3Y 1:40	Renumber verse*
DAN 3:63	S3Y 1:41	Renumber verse*
DAN 3:64	S3Y 1:42	Renumber verse*
DAN 3:65	S3Y 1:43	Renumber verse*
DAN 3:66	S3Y 1:44	Renumber verse*
DAN 3:67	S3Y 1:45	Renumber verse*
DAN 3:68	S3Y 1:46	Renumber verse*
DAN 3:69	S3Y 1:49	Renumber verse*
DAN 3:70	S3Y 1:50	Renumber verse*
DAN 3:71	S3Y 1:47	Renumber verse*
DAN 3:72	S3Y 1:48	Renumber verse*
DAN 3:73	S3Y 1:51	Renumber verse*
DAN 3:74	S3Y 1:52	Renumber verse*
DAN 3:75	S3Y 1:53	Renumber verse*
DAN 3:76	S3Y 1:54	Renumber verse*
DAN 3:77	S3Y 1:56	Renumber verse*
DAN 3:78	S3Y 1:55	Renumber verse*
DAN 3:79	S3Y 1:57	Renumber verse*
DAN 3:80	S3Y 1:59	Renumber verse*
DAN 3:81	S3Y 1:58	Renumber verse*
DAN 3:82	S3Y 1:60	Renumber verse*
DAN 3:83	S3Y 1:61	Renumber verse*
DAN 3:84	S3Y 1:62	Renumber verse*
DAN 3:85	S3Y 1:63	Renumber verse*
DAN 3:86	S3Y 1:64	Renumber verse*
DAN 3:87	S3Y 1:65	Renumber verse*
DAN 3:88	S3Y 1:66	Renumber verse*
DAN 3:89	S3Y 1:67	Renumber verse*
DAN 3:90	S3Y 1:68	Renumber verse*
DAN 3:91	DAN 3:24	Renumber verse
DAN 3:92	DAN 3:25	Renumber verse
DAN 3:93	DAN 3:26	Renumber verse
DAN 3:94	DAN 3:27	Renumber verse
DAN 3:95	DAN 3:28	Renumber verse
DAN 3:96	DAN 3:29	Renumber verse
DAN 3:97	DAN 3:30	Renumber verse
DAN 4:1	DAN 4:4	Renumber verse
DAN 4:10	DAN 4:13	Renumber verse
DAN 4:11	DAN 4:14	Renumber verse
DAN 4:12	DAN 4:15	Renumber verse
DAN 4:13	DAN 4:16	Renumber verse
DAN 4:14	DAN 4:17	Renumber verse
DAN 4:15	DAN 4:18	Renumber verse
DAN 4:16	DAN 4:19	Renumber verse
DAN 4:17	DAN 4:20	Renumber verse
DAN 4:18	DAN 4:21	Renumber verse
DAN 4:19	DAN 4:22	Renumber verse
DAN 4:2	DAN 4:5	Renumber verse
DAN 4:20	DAN 4:23	Renumber verse
DAN 4:21	DAN 4:24	Renumber verse
DAN 4:22	DAN 4:25	Renumber verse
DAN 4:23	DAN 4:26	Renumber verse
DAN 4:24	DAN 4:27	Renumber verse
DAN 4:25	DAN 4:28	Renumber verse
DAN 4:26	DAN 4:29	Renumber verse
DAN 4:27	DAN 4:30	Renumber verse
DAN 4:28	DAN 4:31	Renumber verse
DAN 4:29	DAN 4:32	Renumber verse
DAN 4:3	DAN 4:6	Renumber verse
DAN 4:30	DAN 4:33	Renumber verse
DAN 4:31	DAN 4:34	Renumber verse
DAN 4:32	DAN 4:35	Renumber verse
DAN 4:33	DAN 4:36	Renumber verse
DAN 4:34	DAN 4:37	Renumber verse
DAN 4:4	DAN 4:7	Renumber verse
DAN 4:5	DAN 4:8	Renumber verse
DAN 4:6	DAN 4:9	Renumber verse
DAN 4:7	DAN 4:10	Renumber verse
DAN 4:8	DAN 4:11	Renumber verse
DAN 4:9	DAN 4:12	Renumber verse
DAN 6:1	DAN 5:31	Renumber verse
DAN 6:10	DAN 6:9	Renumber verse
DAN 6:11	DAN 6:10	Renumber verse
DAN 6:12	DAN 6:11	Renumber verse
DAN 6:13	DAN 6:12	Renumber verse
DAN 6:14	DAN 6:13	Renumber verse
DAN 6:15	DAN 6:14	Renumber verse
DAN 6:16	DAN 6:15	Renumber verse
DAN 6:17	DAN 6:16	Renumber verse
DAN 6:18	DAN 6:17	Renumber verse
DAN 6:19	DAN 6:18	Renumber verse
DAN 6:2	DAN 6:1	Renumber verse
DAN 6:20	DAN 6:19	Renumber verse
DAN 6:21	DAN 6:20	Renumber verse
DAN 6:22	DAN 6:21	Renumber verse
DAN 6:23	DAN 6:22	Renumber verse
DAN 6:24	DAN 6:23	Renumber verse
DAN 6:25	DAN 6:24	Renumber verse
DAN 6:26	DAN 6:25	Renumber verse
DAN 6:27	DAN 6:26	Renumber verse
DAN 6:28	DAN 6:27	Renumber verse
DAN 6:29	DAN 6:28	Renumber verse
DAN 6:3	DAN 6:2	Renumber verse
DAN 6:4	DAN 6:3	Renumber verse
DAN 6:5	DAN 6:4	Renumber verse
DAN 6:6	DAN 6:5	Renumber verse
DAN 6:7	DAN 6:6	Renumber verse
DAN 6:8	DAN 6:7	Renumber verse
DAN 6:9	DAN 6:8	Renumber verse
DEU 14:15	DEU 14:16	Renumber verse
DEU 14:16	DEU 14:17	Renumber verse
DEU 14:17	DEU 14:18	Renumber verse
DEU 14:18	DEU 14:19	Renumber verse
DEU 14:19	DEU 14:20	Renumber verse
DEU 14:20	DEU 14:21	Renumber verse
DEU 14:21	DEU 14:22	Renumber verse
DEU 14:22	DEU 14:23	Renumber verse
DEU 14:23	DEU 14:24	Renumber verse
DEU 14:24	DEU 14:25	Renumber verse
DEU 14:25	DEU 14:26	Renumber verse
DEU 14:26	DEU 14:27	Renumber verse
DEU 14:27	DEU 14:28	Renumber verse
DEU 14:28	DEU 14:29	Renumber verse
DEU 24:1	DEU 23:25	Renumber verse
DEU 24:10	DEU 24:8	Renumber verse
DEU 24:11	DEU 24:9	Renumber verse
DEU 24:12	DEU 24:10	Renumber verse
DEU 24:13	DEU 24:11	Renumber verse
DEU 24:14	DEU 24:12	Renumber verse
DEU 24:15	DEU 24:13	Renumber verse
DEU 24:16	DEU 24:14	Renumber verse
DEU 24:17	DEU 24:15	Renumber verse
DEU 24:18	DEU 24:16	Renumber verse
DEU 24:19	DEU 24:17	Renumber verse
DEU 24:2	DEU 23:24	Renumber verse
DEU 24:20	DEU 24:18	Renumber verse
DEU 24:21	DEU 24:19	Renumber verse
DEU 24:22	DEU 24:20	Renumber verse
DEU 24:23	DEU 24:21	Renumber verse
DEU 24:24	DEU 24:22	Renumber verse
DEU 24:3	DEU 24:1	Renumber verse
DEU 24:4	DEU 24:2	Renumber verse
DEU 24:5	DEU 24:3	Renumber verse
DEU 24:6	DEU 24:4	Renumber verse
DEU 24:7	DEU 24:5	Renumber verse
DEU 24:8	DEU 24:6	Renumber verse
DEU 24:9	DEU 24:7	Renumber verse
DEU 5:17	DEU 5:18	Renumber verse*
DEU 5:18	DEU 5:17	Renumber verse*
ECC 4:17	ECC 5:1	Renumber verse
ECC 5:1	ECC 5:2	Renumber verse
ECC 5:10	ECC 5:11	Renumber verse
ECC 5:11	ECC 5:12	Renumber verse
ECC 5:12	ECC 5:13	Renumber verse
ECC 5:13	ECC 5:14	Renumber verse
ECC 5:14	ECC 5:15	Renumber verse
ECC 5:15	ECC 5:16	Renumber verse
ECC 5:16	ECC 5:17	Renumber verse
ECC 5:17	ECC 5:18	Renumber verse
ECC 5:18	ECC 5:19	Renumber verse
ECC 5:19	ECC 5:20	Renumber verse
ECC 5:2	ECC 5:3	Renumber verse
ECC 5:3	ECC 5:4	Renumber verse
ECC 5:4	ECC 5:5	Renumber verse
ECC 5:5	ECC 5:6	Renumber verse
ECC 5:6	ECC 5:7	Renumber verse
ECC 5:7	ECC 5:8	Renumber verse
ECC 5:8	ECC 5:9	Renumber verse
ECC 5:9	ECC 5:10	Renumber verse
ESG 10:14	ESG 11:1	Renumber verse
ESG 1:10	ESG 11:10	Renumber verse
ESG 1:11	ESG 11:11	Renumber verse
ESG 1:12	ESG 11:12	Renumber verse
ESG 1:13	ESG 12:1	Renumber verse
ESG 1:14	ESG 12:2	Renumber verse
ESG 1:15	ESG 12:3	Renumber verse
ESG 1:16	ESG 12:4	Renumber verse
ESG 1:17	ESG 12:5	Renumber verse
ESG 1:18	ESG 12:6	Renumber verse
ESG 1:19	ESG 1:2	Renumber verse
ESG 1:2	ESG 11:2	Renumber verse
ESG 1:20	ESG 1:3	Renumber verse
ESG 1:21	ESG 1:4	Renumber verse
ESG 1:22	ESG 1:5	Renumber verse
ESG 1:23	ESG 1:6	Renumber verse
ESG 1:24	ESG 1:7	Renumber verse
ESG 1:25	ESG 1:8	Renumber verse
ESG 1:26	ESG 1:9	Renumber verse
ESG 1:27	ESG 1:10	Renumber verse
ESG 1:28	ESG 1:11	Renumber verse
ESG 1:29	ESG 1:12	Renumber verse
ESG 1:3	ESG 11:3	Renumber verse
ESG 1:30	ESG 1:13	Renumber verse
ESG 1:31	ESG 1:14	Renumber verse
ESG 1:32	ESG 1:15	Renumber verse
ESG 1:33	ESG 1:16	Renumber verse
ESG 1:34	ESG 1:17	Renumber verse
ESG 1:35	ESG 1:18	Renumber verse
ESG 1:36	ESG 1:19	Renumber verse
ESG 1:37	ESG 1:20	Renumber verse
ESG 1:38	ESG 1:21	Renumber verse
ESG 1:4	ESG 11:4	Renumber verse
ESG 1:5	ESG 11:5	Renumber verse
ESG 1:6	ESG 11:6	Renumber verse
ESG 1:7	ESG 11:7	Renumber verse
ESG 1:8	ESG 11:8	Renumber verse
ESG 1:9	ESG 11:9	Renumber verse
ESG 3:14	ESG 13:1	Renumber verse*
ESG 3:15	ESG 13:2	Renumber verse*
ESG 3:16	ESG 13:3	Renumber verse*
ESG 3:17	ESG 13:4	Renumber verse*
ESG 3:18	ESG 13:5	Renumber verse*
ESG 3:19	ESG 13:6	Renumber verse*
ESG 3:20	ESG 13:7	Renumber verse*
ESG 3:21	ESG 3:14	Renumber verse
ESG 3:22	ESG 3:15	Renumber verse
ESG 4:18	ESG 13:8	Renumber verse*
ESG 4:19	ESG 13:9	Renumber verse*
ESG 4:22	ESG 13:14	Renumber verse*
ESG 4:23	ESG 13:15	Renumber verse*
ESG 4:24	ESG 13:16	Renumber verse*
ESG 4:25	ESG 13:17	Renumber verse*
ESG 4:26	ESG 13:18	Renumber verse*
ESG 4:31	ESG 14:9	Renumber verse*
ESG 4:32	ESG 14:10	Renumber verse*
ESG 4:33	ESG 14:11	Renumber verse*
ESG 4:34	ESG 14:12	Renumber verse*
ESG 4:35	ESG 14:13	Renumber verse*
ESG 4:36	ESG 14:14	Renumber verse*
ESG 4:37	ESG 14:15	Renumber verse*
ESG 4:38	ESG 14:16	Renumber verse*
ESG 4:39	ESG 14:17	Renumber verse*
ESG 4:40	ESG 14:18	Renumber verse*
ESG 4:41	ESG 14:19	Renumber verse*
ESG 5:10	ESG 15:17	Renumber verse
ESG 5:11	ESG 5:3	Renumber verse
ESG 5:12	ESG 5:4	Renumber verse
ESG 5:13	ESG 5:5	Renumber verse
ESG 5:14	ESG 5:6	Renumber verse
ESG 5:15	ESG 5:7	Renumber verse
ESG 5:16	ESG 5:8	Renumber verse
ESG 5:17	ESG 5:9	Renumber verse
ESG 5:18	ESG 5:10	Renumber verse
ESG 5:19	ESG 5:11	Renumber verse
ESG 5:2	ESG 15:1	Renumber verse*
ESG 5:20	ESG 5:12	Renumber verse
ESG 5:21	ESG 5:13	Renumber verse
ESG 5:22	ESG 5:14	Renumber verse
ESG 5:3	ESG 15:2	Renumber verse*
ESG 5:4	ESG 15:3	Renumber verse*
ESG 5:5	ESG 15:4	Renumber verse*
ESG 5:6	ESG 15:5	Renumber verse*
ESG 5:7	ESG 15:6	Renumber verse*
ESG 5:8	ESG 5:2	Renumber verse
ESG 5:9	ESG 15:13	Renumber verse
ESG 8:13	ESG 16:1	Renumber verse*
ESG 8:14	ESG 16:2	Renumber verse*
ESG 8:15	ESG 16:3	Renumber verse*
ESG 8:16	ESG 16:4	Renumber verse*
ESG 8:17	ESG 16:5	Renumber verse*
ESG 8:18	ESG 16:6	Renumber verse*
ESG 8:19	ESG 16:7	Renumber verse*
ESG 8:20	ESG 16:8	Renumber verse*
ESG 8:21	ESG 16:9	Renumber verse*
ESG 8:22	ESG 16:10	Renumber verse*
ESG 8:23	ESG 16:11	Renumber verse*
ESG 8:24	ESG 16:12	Renumber verse*
ESG 8:25	ESG 16:13	Renumber verse*
ESG 8:26	ESG 16:14	Renumber verse*
ESG 8:27	ESG 16:15	Renumber verse*
ESG 8:28	ESG 16:16	Renumber verse*
ESG 8:29	ESG 16:17	Renumber verse*
ESG 8:30	ESG 16:18	Renumber verse*
ESG 8:31	ESG 16:19	Renumber verse*
ESG 8:32	ESG 16:20	Renumber verse*
ESG 8:33	ESG 16:21	Renumber verse*
ESG 8:34	ESG 8:13	Renumber verse
ESG 8:35	ESG 8:14	Renumber verse
ESG 8:36	ESG 8:15	Renumber verse
ESG 8:37	ESG 8:16	Renumber verse
ESG 8:38	ESG 8:17	Renumber verse
EST 10:14	EST 11:1	Renumber verse
EST 1:10	EST 11:10	Renumber verse
EST 1:11	EST 11:11	Renumber verse
EST 1:12	EST 11:12	Renumber verse
EST 1:13	EST 12:1	Renumber verse
EST 1:14	EST 12:2	Renumber verse
EST 1:15	EST 12:3	Renumber verse
EST 1:16	EST 12:4	Renumber verse
EST 1:17	EST 12:5	Renumber verse
EST 1:18	EST 12:6	Renumber verse
EST 1:19	EST 1:2	Renumber verse
EST 1:2	EST 11:2	Renumber verse
EST 1:20	EST 1:3	Renumber verse
EST 1:21	EST 1:4	Renumber verse
EST 1:22	EST 1:5	Renumber verse
EST 1:23	EST 1:6	Renumber verse
EST 1:24	EST 1:7	Renumber verse
EST 1:25	EST 1:8	Renumber verse
EST 1:26	EST 1:9	Renumber verse
EST 1:27	EST 1:10	Renumber verse
EST 1:28	EST 1:11	Renumber verse
EST 1:29	EST 1:12	Renumber verse
EST 1:3	EST 11:3	Renumber verse
EST 1:30	EST 1:13	Renumber verse
EST 1:31	EST 1:14	Renumber verse
EST 1:32	EST 1:15	Renumber verse
EST 1:33	EST 1:16	Renumber verse
EST 1:34	EST 1:17	Renumber verse
EST 1:35	EST 1:18	Renumber verse
EST 1:36	EST 1:19	Renumber verse
EST 1:37	EST 1:20	Renumber verse
EST 1:38	EST 1:21	Renumber verse
EST 1:39	EST 1:22	Renumber verse
EST 1:4	EST 11:4	Renumber verse
EST 1:5	EST 11:5	Renumber verse
EST 1:6	EST 11:6	Renumber verse
EST 1:7	EST 11:7	Renumber verse
EST 1:8	EST 11:8	Renumber verse
EST 1:9	EST 11:9	Renumber verse
EST 3:14	EST 13:1	Renumber verse
EST 3:15	EST 13:2	Renumber verse
EST 3:16	EST 13:3	Renumber verse
EST 3:17	EST 13:4	Renumber verse
EST 3:18	EST 13:5	Renumber verse
EST 3:19	EST 13:6	Renumber verse
EST 3:20	EST 13:7	Renumber verse
EST 3:21	EST 3:14	Renumber verse
EST 3:22	EST 3:15	Renumber verse
EST 4:18	EST 13:8	Renumber verse
EST 4:19	EST 13:9	Renumber verse
EST 4:22	EST 13:14	Renumber verse
EST 4:23	EST 13:15	Renumber verse
EST 4:24	EST 13:16	Renumber verse
EST 4:25	EST 13:17	Renumber verse
EST 4:26	EST 13:18	Renumber verse
EST 4:30	EST 14:7	Renumber verse
EST 4:31	EST 14:8	Renumber verse
EST 4:32	EST 14:9	Renumber verse
EST 4:33	EST 14:10	Renumber verse
EST 4:35	EST 14:13	Renumber verse
EST 4:36	EST 14:14	Renumber verse
EST 4:37	EST 14:15	Renumber verse
EST 4:38	EST 14:16	Renumber verse
EST 4:39	EST 14:17	Renumber verse
EST 4:40	EST 14:18	Renumber verse
EST 4:41	EST 14:19	Renumber verse
EST 5:10	EST 15:14	Renumber verse
EST 5:10	EST 15:8	Renumber verse
EST 5:11	EST 5:3	Renumber verse
EST 5:11	EST 15:9	Renumber verse
EST 5:12	EST 5:4	Renumber verse
EST 5:12	EST 15:10	Renumber verse
EST 5:13	EST 5:5	Renumber verse
EST 5:13	EST 15:11	Renumber verse
EST 5:14	EST 5:6	Renumber verse
EST 5:14	EST 15:12	Renumber verse
EST 5:15	EST 5:7	Renumber verse
EST 5:15	EST 15:13	Renumber verse
EST 5:16	EST 5:8	Renumber verse
EST 5:16	EST 15:14	Renumber verse
EST 5:17	EST 5:9	Renumber verse
EST 5:17	EST 15:15	Renumber verse
EST 5:18	EST 5:10	Renumber verse
EST 5:18	EST 15:16	Renumber verse
EST 5:19	EST 5:11	Renumber verse
EST 5:19	EST 5:3	Renumber verse
EST 5:2	EST 15:1	Renumber verse
EST 5:20	EST 5:12	Renumber verse
EST 5:20	EST 5:4	Renumber verse
EST 5:21	EST 5:13	Renumber verse
EST 5:21	EST 5:5	Renumber verse
EST 5:22	EST 5:14	Renumber verse
EST 5:22	EST 5:6	Renumber verse
EST 5:23	EST 5:7	Renumber verse
EST 5:24	EST 5:8	Renumber verse
EST 5:25	EST 5:9	Renumber verse
EST 5:26	EST 5:10	Renumber verse
EST 5:27	EST 5:11	Renumber verse
EST 5:28	EST 5:12	Renumber verse
EST 5:29	EST 5:13	Renumber verse
EST 5:3	EST 15:2	Renumber verse
EST 5:30	EST 5:14	Renumber verse
EST 5:4	EST 15:3	Renumber verse
EST 5:5	EST 15:4	Renumber verse
EST 5:6	EST 15:5	Renumber verse
EST 5:7	EST 15:6	Renumber verse
EST 5:8	EST 5:2	Renumber verse
EST 5:9	EST 15:13	Renumber verse
EST 5:9	EST 15:7	Renumber verse
EST 8:13	EST 16:1	Renumber verse
EST 8:14	EST 16:2	Renumber verse
EST 8:15	EST 16:3	Renumber verse
EST 8:16	EST 16:4	Renumber verse
EST 8:17	EST 16:5	Renumber verse
EST 8:18	EST 16:6	Renumber verse
EST 8:19	EST 16:7	Renumber verse
EST 8:20	EST 16:8	Renumber verse
EST 8:21	EST 16:9	Renumber verse
EST 8:22	EST 16:10	Renumber verse
EST 8:23	EST 16:11	Renumber verse
EST 8:24	EST 16:12	Renumber verse
EST 8:25	EST 16:13	Renumber verse
EST 8:26	EST 16:14	Renumber verse
EST 8:27	EST 16:15	Renumber verse
EST 8:28	EST 16:16	Renumber verse
EST 8:29	EST 16:17	Renumber verse
EST 8:30	EST 16:18	Renumber verse
EST 8:31	EST 16:19	Renumber verse
EST 8:32	EST 16:20	Renumber verse
EST 8:33	EST 16:21	Renumber verse
EST 8:34	EST 8:13	Renumber verse
EST 8:35	EST 8:14	Renumber verse
EST 8:36	EST 8:15	Renumber verse
EST 8:37	EST 8:16	Renumber verse
EST 8:38	EST 8:17	Renumber verse
EST 9:30	EST 9:31	Renumber verse
EST 9:31	EST 9:32	Renumber verse
EXO 20:13	EXO 20:14	Renumber verse*
EXO 20:14	EXO 20:15	Renumber verse*
EXO 20:15	EXO 20:13	Renumber verse*
EXO 21:16	EXO 21:17	Renumber verse*
EXO 21:17	EXO 21:16	Renumber verse*
EXO 25:10	EXO 25:11	Renumber verse
EXO 25:11	EXO 25:12	Renumber verse
EXO 25:12	EXO 25:13	Renumber verse
EXO 25:13	EXO 25:14	Renumber verse
EXO 25:14	EXO 25:15	Renumber verse
EXO 25:15	EXO 25:16	Renumber verse
EXO 25:16	EXO 25:17	Renumber verse
EXO 25:17	EXO 25:18	Renumber verse
EXO 25:18	EXO 25:19	Renumber verse
EXO 25:19	EXO 25:20	Renumber verse
EXO 25:20	EXO 25:21	Renumber verse
EXO 25:21	EXO 25:22	Renumber verse
EXO 25:22	EXO 25:23	Renumber verse
EXO 25:23	EXO 25:24	Renumber verse
EXO 25:24	EXO 25:25	Renumber verse
EXO 25:25	EXO 25:26	Renumber verse
EXO 25:26	EXO 25:27	Renumber verse
EXO 25:27	EXO 25:28	Renumber verse
EXO 25:28	EXO 25:29	Renumber verse
EXO 25:29	EXO 25:30	Renumber verse
EXO 25:30	EXO 25:31	Renumber verse
EXO 25:31	EXO 25:32	Renumber verse
EXO 25:32	EXO 25:33	Renumber verse
EXO 25:33	EXO 25:34	Renumber verse
EXO 25:34	EXO 25:35	Renumber verse
EXO 25:6	EXO 25:7	Renumber verse
EXO 25:7	EXO 25:8	Renumber verse
EXO 25:8	EXO 25:9	Renumber verse
EXO 25:9	EXO 25:10	Renumber verse
EXO 28:26	EXO 28:30	Renumber verse
EXO 28:27	EXO 28:31	Renumber verse
EXO 28:28	EXO 28:32	Renumber verse
EXO 28:29	EXO 28:33	Renumber verse
EXO 28:30	EXO 28:34	Renumber verse
EXO 28:31	EXO 28:35	Renumber verse
EXO 28:32	EXO 28:36	Renumber verse
EXO 28:33	EXO 28:37	Renumber verse
EXO 28:34	EXO 28:38	Renumber verse
EXO 28:35	EXO 28:39	Renumber verse
EXO 28:36	EXO 28:40	Renumber verse
EXO 28:37	EXO 28:41	Renumber verse
EXO 28:38	EXO 28:42	Renumber verse
EXO 28:39	EXO 28:43	Renumber verse
EXO 35:10	EXO 35:11	Renumber verse*
EXO 35:11	EXO 35:12	Renumber verse*
EXO 35:12	EXO 35:13	Renumber verse*
EXO 35:12	EXO 35:17	Renumber verse*
EXO 35:13	EXO 35:14	Renumber verse*
EXO 35:13	EXO 35:18	Renumber verse*
EXO 35:14	EXO 35:15	Renumber verse*
EXO 35:14	EXO 35:8	Renumber verse*
EXO 35:15	EXO 35:16	Renumber verse*
EXO 35:15	EXO 35:13	Renumber verse*
EXO 35:16	EXO 35:17	Renumber verse*
EXO 35:16	EXO 35:14	Renumber verse*
EXO 35:17	EXO 35:18	Renumber verse*
EXO 35:18	EXO 35:19	Renumber verse*
EXO 35:19	EXO 35:8	Renumber verse*
EXO 35:8	EXO 35:9	Renumber verse*
EXO 35:9	EXO 35:10	Renumber verse*
EXO 36:10	EXO 39:3	Renumber verse*
EXO 36:11	EXO 39:4	Renumber verse*
EXO 36:12	EXO 39:5	Renumber verse*
EXO 36:13	EXO 39:6	Renumber verse*
EXO 36:14	EXO 39:7	Renumber verse*
EXO 36:15	EXO 39:8	Renumber verse*
EXO 36:16	EXO 39:9	Renumber verse*
EXO 36:17	EXO 39:10	Renumber verse*
EXO 36:18	EXO 39:11	Renumber verse*
EXO 36:19	EXO 39:12	Renumber verse*
EXO 36:20	EXO 39:13	Renumber verse*
EXO 36:21	EXO 39:14	Renumber verse*
EXO 36:22	EXO 39:15	Renumber verse*
EXO 36:23	EXO 39:16	Renumber verse*
EXO 36:24	EXO 39:17	Renumber verse*
EXO 36:25	EXO 39:18	Renumber verse*
EXO 36:25	EXO 39:17	Renumber verse*
EXO 36:26	EXO 39:19	Renumber verse*
EXO 36:26	EXO 39:18	Renumber verse*
EXO 36:27	EXO 39:20	Renumber verse*
EXO 36:27	EXO 39:19	Renumber verse*
EXO 36:28	EXO 39:21	Renumber verse*
EXO 36:28	EXO 39:20	Renumber verse*
EXO 36:29	EXO 39:22	Renumber verse*
EXO 36:29	EXO 39:21	Renumber verse*
EXO 36:30	EXO 39:23	Renumber verse*
EXO 36:30	EXO 39:22	Renumber verse*
EXO 36:31	EXO 39:24	Renumber verse*
EXO 36:31	EXO 39:23	Renumber verse*
EXO 36:32	EXO 39:25	Renumber verse*
EXO 36:32	EXO 39:24	Renumber verse*
